state	votetrump	age	female	collegeed	famincr	ideo	pid7na	bornagain	religimp	churchatd	prayerfreq	angryracism	whiteadv	fearraces	racerare
Minnesota	0	63	0	0	9	3	Not Strong D	0	3	2	2	Strongly Agree	Agree	Agree	Disagree
Wisconsin	NA	60	0	0	NA	5	Indep.	0	4	2	3	NA/ND	Strongly Disagree	Agree	NA/ND
Indiana	1	74	1	1	NA	4	Ind. Lean R	0	4	3	3	Agree	Strongly Disagree	Disagree	Agree
Ohio	1	83	1	1	2	3	Strong D	0	4	6	7	Agree	Agree	Disagree	Disagree
Ohio	1	75	1	1	11	4	Strong R	0	4	5	6	Disagree	Strongly Disagree	Strongly Disagree	Strongly Agree
Ohio	0	71	1	1	6	3	Not Strong D	0	3	4	5	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	1	52	1	1	11	3	Ind. Lean R	0	3	3	5	NA/ND	Agree	Disagree	Agree
Indiana	0	28	1	1	8	1	Not Strong D	0	1	2	1	NA/ND	Strongly Agree	Disagree	Strongly Disagree
Indiana	0	77	1	0	NA	3	Strong D	0	4	2	7	Strongly Agree	Strongly Disagree	Agree	Disagree
Pennsylvania	NA	66	1	0	4	3	Strong D	1	3	2	7	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Wisconsin	NA	26	0	1	3	1	Strong D	0	1	2	1	NA	NA	NA	NA
Pennsylvania	0	26	0	1	2	1	Ind. Lean D	0	2	3	3	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	1	73	0	0	8	3	Ind. Lean R	0	3	6	5	Agree	NA/ND	Disagree	Disagree
Iowa	1	73	0	0	NA	4	Strong R	0	3	2	3	Agree	Disagree	Disagree	Disagree
Wisconsin	0	70	0	0	7	3	Ind. Lean D	0	2	3	NA	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Wisconsin	0	36	1	0	2	3	Ind. Lean D	0	3	3	6	Strongly Agree	NA/ND	Strongly Disagree	Disagree
Minnesota	1	62	0	1	11	5	Ind. Lean R	0	3	5	5	NA/ND	NA/ND	NA/ND	NA/ND
Iowa	0	61	0	1	12	3	Ind. Lean D	0	3	2	3	Strongly Agree	Agree	Disagree	Agree
Michigan	0	49	0	1	11	1	Ind. Lean D	0	1	1	1	Agree	Agree	Strongly Disagree	Strongly Disagree
Illinois	1	62	0	1	4	5	Ind. Lean R	0	2	2	2	Disagree	Strongly Disagree	Strongly Disagree	Strongly Agree
Ohio	NA	24	1	0	7	4	Ind. Lean R	1	4	6	7	Strongly Agree	Agree	Disagree	Strongly Disagree
Iowa	0	41	1	0	8	3	Ind. Lean D	0	1	1	1	Strongly Agree	Disagree	Disagree	Strongly Disagree
Minnesota	1	54	1	1	4	5	Strong R	1	4	5	7	Agree	Strongly Disagree	Disagree	NA/ND
Illinois	0	44	0	1	8	2	Ind. Lean D	0	1	1	1	Agree	Strongly Agree	Disagree	Agree
Michigan	1	47	0	1	12	2	Strong R	0	3	4	5	NA/ND	Disagree	Disagree	Disagree
Minnesota	0	32	1	1	7	2	Strong D	0	3	3	3	Agree	Strongly Agree	Disagree	Disagree
Illinois	1	52	0	1	8	3	Ind. Lean R	0	3	5	6	Strongly Agree	Agree	Strongly Disagree	Agree
Illinois	1	31	1	0	3	4	Strong R	0	4	1	2	Strongly Disagree	NA/ND	Strongly Agree	Strongly Disagree
Indiana	NA	41	1	0	9	2	Ind. Lean R	1	4	5	6	Strongly Agree	Agree	Strongly Disagree	Disagree
Pennsylvania	1	44	1	1	8	4	Not Strong R	0	3	2	5	Strongly Disagree	Strongly Disagree	Disagree	Strongly Agree
Pennsylvania	0	27	1	1	6	3	Not Strong R	1	4	5	7	NA/ND	Strongly Disagree	Agree	Disagree
Pennsylvania	0	63	1	0	8	1	Strong D	0	1	2	2	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Minnesota	0	51	1	0	3	3	Strong D	0	2	2	2	Strongly Agree	Disagree	Strongly Disagree	Strongly Disagree
Pennsylvania	NA	50	1	0	7	4	Not Strong R	0	3	3	5	Strongly Agree	Strongly Disagree	Agree	Disagree
Wisconsin	0	61	1	0	3	3	Strong D	0	3	1	7	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Pennsylvania	NA	46	1	0	3	3	NA	1	4	3	5	NA/ND	NA/ND	Strongly Disagree	NA/ND
Pennsylvania	0	62	1	1	NA	2	Strong D	0	4	6	7	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Indiana	1	62	1	1	NA	3	Ind. Lean R	0	2	1	5	NA/ND	Strongly Disagree	NA/ND	NA/ND
Indiana	1	45	0	0	5	3	Indep.	0	2	1	2	NA/ND	Strongly Disagree	Disagree	Agree
Indiana	1	68	1	0	3	4	Strong R	0	4	1	7	Agree	Disagree	NA/ND	Disagree
Pennsylvania	1	66	1	0	8	4	Not Strong R	1	4	5	7	NA/ND	Disagree	NA/ND	NA/ND
Michigan	0	69	1	0	8	2	Strong D	0	2	1	6	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	0	70	1	0	6	NA	Not Strong D	0	3	1	7	Strongly Agree	Agree	Agree	Disagree
Illinois	0	77	1	1	NA	1	Strong D	0	1	2	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Pennsylvania	1	72	1	1	1	NA	Indep.	0	3	4	6	Agree	NA/ND	NA/ND	Agree
Michigan	0	66	1	1	6	2	Ind. Lean D	0	2	2	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Wisconsin	0	31	1	1	10	1	Strong D	0	1	1	1	Strongly Agree	Agree	Disagree	Strongly Disagree
Illinois	0	42	1	1	10	2	Strong D	0	4	3	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	1	32	1	1	4	NA	NA	0	3	1	NA	NA	Strongly Disagree	Agree	NA/ND
Illinois	0	32	0	1	7	4	Ind. Lean R	0	4	6	2	NA/ND	NA/ND	Disagree	Agree
Pennsylvania	NA	44	0	1	4	NA	Indep.	1	4	2	5	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Michigan	0	62	0	0	3	2	Strong D	0	1	1	2	Strongly Agree	Agree	NA/ND	Disagree
Illinois	1	62	0	0	11	4	Strong R	0	4	2	6	Strongly Agree	NA/ND	NA/ND	NA/ND
Ohio	NA	47	0	1	NA	4	Ind. Lean R	0	2	2	2	NA	NA	NA	NA
Indiana	0	46	0	1	NA	2	Strong D	0	2	2	5	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Wisconsin	0	64	0	1	9	2	Ind. Lean D	0	3	5	5	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Pennsylvania	1	61	0	1	8	5	Strong R	1	4	5	6	NA/ND	NA/ND	NA/ND	NA/ND
Indiana	0	61	0	1	7	2	Ind. Lean D	0	4	6	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	1	50	1	0	11	3	Ind. Lean R	0	1	1	2	Disagree	Strongly Disagree	Disagree	Agree
Minnesota	1	54	1	0	4	5	Strong R	1	4	6	7	NA/ND	Disagree	Agree	Strongly Agree
Illinois	0	66	0	0	5	2	Ind. Lean D	0	1	1	2	Strongly Agree	Agree	NA/ND	Strongly Disagree
Indiana	0	53	0	1	10	1	Ind. Lean D	0	4	5	6	Strongly Agree	Agree	Disagree	Disagree
Illinois	0	54	0	1	NA	2	Ind. Lean D	0	1	1	1	Agree	Agree	Disagree	Disagree
Illinois	1	57	0	1	NA	4	Ind. Lean R	0	2	2	2	NA/ND	Strongly Disagree	NA/ND	NA/ND
Iowa	0	57	0	1	7	2	Strong D	0	1	1	1	Strongly Agree	Agree	Agree	Strongly Disagree
Iowa	0	38	1	1	4	2	Ind. Lean D	0	3	3	5	Strongly Agree	Strongly Agree	Strongly Disagree	NA/ND
Iowa	0	71	1	1	6	2	Not Strong D	0	4	5	7	Strongly Agree	Agree	NA/ND	Disagree
Pennsylvania	0	26	0	1	7	3	Ind. Lean D	0	1	1	1	Agree	NA/ND	Disagree	NA/ND
Iowa	0	50	0	1	11	2	Ind. Lean D	0	3	3	5	Strongly Agree	Strongly Agree	NA/ND	Disagree
Minnesota	0	71	1	0	9	2	Not Strong D	0	3	2	3	Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	0	53	1	1	3	1	Indep.	0	2	3	2	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Ohio	NA	35	0	1	8	3	Ind. Lean R	1	4	5	7	NA	NA	NA	NA
Illinois	0	20	1	0	7	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Pennsylvania	0	44	1	0	6	1	Ind. Lean D	0	3	2	5	Strongly Agree	Agree	Disagree	Strongly Disagree
Iowa	NA	41	1	1	NA	NA	Indep.	0	3	5	6	NA/ND	NA/ND	NA/ND	NA/ND
Ohio	1	26	1	1	7	5	Strong R	1	4	5	5	Strongly Agree	Agree	Strongly Disagree	NA/ND
Illinois	NA	29	1	1	6	3	Indep.	0	2	1	5	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Michigan	1	61	1	0	11	3	Not Strong R	0	4	5	6	Agree	Disagree	NA/ND	NA/ND
Pennsylvania	1	55	1	0	5	NA	Not Strong R	0	4	3	7	Strongly Agree	Disagree	Disagree	Strongly Disagree
Illinois	0	51	1	0	NA	5	Indep.	1	4	2	7	NA/ND	Strongly Disagree	Disagree	Disagree
Wisconsin	0	58	1	0	4	3	Ind. Lean D	1	4	3	6	Agree	NA/ND	Agree	Disagree
Wisconsin	0	56	1	1	11	3	Ind. Lean D	1	4	2	7	Strongly Agree	NA/ND	Strongly Disagree	Disagree
Michigan	0	61	1	1	9	2	Ind. Lean D	0	1	2	1	Agree	Strongly Agree	Disagree	Strongly Disagree
Ohio	NA	48	0	0	2	NA	NA	0	2	1	1	NA/ND	NA/ND	NA/ND	NA/ND
Ohio	1	75	1	0	4	3	Not Strong R	1	4	5	7	Agree	NA/ND	Agree	Strongly Disagree
Minnesota	0	63	1	1	7	3	Ind. Lean D	0	4	4	7	Strongly Agree	Strongly Agree	Agree	Disagree
Pennsylvania	1	57	1	1	4	4	Indep.	0	3	2	7	NA/ND	Strongly Disagree	Strongly Disagree	Strongly Agree
Illinois	0	58	1	1	8	2	Strong D	0	1	1	1	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Michigan	1	50	1	1	6	4	Not Strong R	0	1	1	1	Agree	Disagree	Disagree	Agree
Indiana	0	54	1	1	10	3	Ind. Lean D	0	3	5	5	Agree	Disagree	Strongly Disagree	Disagree
Illinois	0	32	0	1	5	2	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Minnesota	0	75	1	0	6	3	Ind. Lean D	0	4	3	7	Agree	NA/ND	Disagree	NA/ND
Indiana	NA	48	0	0	8	4	Indep.	0	3	1	5	Agree	Strongly Disagree	Strongly Disagree	NA/ND
Illinois	1	64	0	0	10	4	Strong R	0	3	2	5	NA/ND	Strongly Disagree	NA/ND	Disagree
Iowa	1	64	0	0	8	5	Strong R	0	4	4	6	Strongly Agree	Agree	NA/ND	NA/ND
Pennsylvania	1	61	0	0	2	3	Indep.	0	4	2	7	NA/ND	Strongly Disagree	Agree	Strongly Agree
Michigan	0	57	0	1	11	3	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Pennsylvania	1	63	1	0	6	3	Not Strong R	0	4	2	7	Agree	Disagree	Agree	Strongly Disagree
Pennsylvania	NA	62	1	0	3	3	Not Strong D	0	2	1	2	Strongly Agree	Disagree	Agree	Strongly Disagree
Ohio	0	59	1	0	5	4	Ind. Lean D	1	4	6	6	Strongly Agree	Agree	Disagree	Disagree
Wisconsin	NA	74	0	0	3	3	Indep.	0	2	1	1	Strongly Agree	Agree	Agree	Strongly Disagree
Minnesota	1	65	0	0	2	4	Strong R	1	4	6	5	NA/ND	NA/ND	Agree	Strongly Disagree
Minnesota	0	75	0	0	NA	2	Strong D	1	4	NA	NA	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Wisconsin	1	71	0	0	5	3	Indep.	0	2	2	2	Strongly Agree	NA/ND	NA/ND	Strongly Disagree
Michigan	0	70	0	0	NA	3	Indep.	0	2	2	2	Strongly Agree	Agree	NA/ND	Disagree
Michigan	0	55	0	1	1	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	NA	60	0	1	10	2	Ind. Lean D	0	2	2	3	Agree	Disagree	Agree	Agree
Illinois	1	54	0	1	12	4	Not Strong R	1	3	5	NA	NA/ND	NA/ND	Disagree	Strongly Disagree
Ohio	1	37	1	1	7	3	Ind. Lean D	0	3	2	3	Strongly Agree	NA/ND	Disagree	NA/ND
Illinois	0	74	1	0	7	2	Strong D	0	4	4	6	Strongly Agree	Agree	Disagree	Disagree
Wisconsin	0	62	1	0	8	3	Indep.	0	4	3	7	Strongly Agree	NA/ND	Disagree	Strongly Disagree
Iowa	1	79	1	1	NA	5	Strong R	1	4	6	7	Disagree	NA/ND	Disagree	NA/ND
Illinois	0	45	0	1	12	3	Ind. Lean D	0	3	6	2	Strongly Agree	Agree	NA/ND	Disagree
Iowa	1	59	0	1	9	4	Strong R	0	4	5	6	NA/ND	Strongly Disagree	NA/ND	NA/ND
Indiana	0	53	1	1	9	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Minnesota	1	69	1	0	7	4	Not Strong R	1	4	2	5	Agree	NA/ND	Strongly Disagree	NA/ND
Illinois	0	68	1	1	8	2	Strong D	0	3	3	7	Agree	Strongly Agree	Disagree	Disagree
Minnesota	0	35	1	1	8	NA	Not Strong D	0	3	3	4	Agree	NA/ND	Strongly Disagree	NA/ND
Wisconsin	1	79	0	0	NA	5	Not Strong R	1	4	5	7	Strongly Agree	NA/ND	NA/ND	Disagree
Ohio	0	52	1	0	5	NA	Not Strong D	0	3	1	7	NA/ND	Strongly Disagree	NA/ND	NA/ND
Illinois	NA	47	1	0	12	4	Not Strong R	1	3	4	6	NA	NA	NA	NA
Ohio	NA	52	1	0	3	3	Not Strong R	0	3	1	7	Disagree	Strongly Disagree	Agree	Disagree
Michigan	1	60	1	0	2	4	Not Strong R	0	3	2	7	Agree	Disagree	NA/ND	Disagree
Pennsylvania	0	63	1	1	6	2	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	61	1	1	9	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	71	1	0	4	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	62	1	1	3	2	Strong D	0	2	2	2	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Pennsylvania	0	25	1	1	2	2	Indep.	0	3	4	6	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Indiana	0	31	0	0	5	1	Not Strong D	0	1	2	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	58	0	1	12	3	Ind. Lean D	0	3	3	3	Agree	Disagree	Strongly Disagree	Disagree
Pennsylvania	1	56	0	1	10	4	Strong R	0	4	5	5	NA/ND	NA/ND	Disagree	Agree
Ohio	NA	61	1	0	1	3	Strong D	0	1	1	2	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Ohio	NA	56	1	0	1	4	Not Strong R	0	4	5	7	NA/ND	Strongly Disagree	Strongly Disagree	Disagree
Pennsylvania	1	41	1	0	5	NA	Not Strong D	0	3	5	7	Strongly Agree	Agree	Disagree	Disagree
Michigan	0	72	0	0	6	3	Strong D	0	1	1	2	Strongly Agree	Strongly Agree	Disagree	Agree
Pennsylvania	1	70	0	0	5	3	Indep.	0	3	1	5	Agree	Disagree	Disagree	NA/ND
Ohio	1	78	0	0	NA	4	Ind. Lean R	0	3	3	5	Strongly Agree	Strongly Disagree	NA/ND	NA/ND
Ohio	1	50	1	0	NA	3	Ind. Lean R	1	3	1	5	Agree	Disagree	Disagree	Disagree
Michigan	0	59	1	0	2	3	Indep.	1	4	5	7	Strongly Agree	Strongly Disagree	Agree	Disagree
Iowa	NA	62	1	0	7	3	Strong D	1	4	2	4	NA	NA	NA	NA
Wisconsin	0	69	1	0	NA	1	Strong D	0	3	2	6	Strongly Agree	Agree	Disagree	Strongly Disagree
Illinois	1	71	1	1	6	3	Strong R	0	3	3	3	Agree	Agree	Disagree	Disagree
Ohio	1	75	1	1	5	3	Not Strong R	0	3	5	7	Agree	Strongly Disagree	Disagree	Disagree
Pennsylvania	1	56	1	1	8	3	Not Strong R	0	4	3	6	Strongly Agree	NA/ND	Agree	Agree
Pennsylvania	0	70	1	0	10	4	Strong D	0	4	3	6	Strongly Agree	Agree	NA/ND	Disagree
Indiana	0	52	1	1	NA	2	Strong D	0	1	5	1	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Pennsylvania	1	32	0	1	6	4	Strong R	1	4	5	7	Strongly Agree	Disagree	Strongly Disagree	Agree
Illinois	0	53	0	0	3	1	Strong D	0	3	5	5	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Wisconsin	1	46	0	0	8	4	Ind. Lean R	1	4	6	7	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Ohio	0	56	0	1	NA	3	Strong R	0	2	1	1	NA/ND	Strongly Disagree	Disagree	NA/ND
Pennsylvania	NA	37	1	0	6	3	Strong D	0	2	1	2	NA/ND	NA/ND	Agree	NA/ND
Pennsylvania	1	53	0	1	NA	5	Strong R	1	4	5	7	Agree	NA/ND	NA/ND	Strongly Agree
Indiana	NA	36	0	0	7	3	Strong R	1	4	5	4	NA	NA	NA	NA
Pennsylvania	0	62	0	1	6	3	Ind. Lean D	0	3	2	6	Agree	Agree	Agree	Strongly Disagree
Illinois	0	69	0	1	NA	3	Ind. Lean D	0	4	5	4	Strongly Agree	Agree	Agree	Strongly Disagree
Iowa	1	57	0	1	6	5	Strong R	1	4	6	7	Strongly Agree	Disagree	Strongly Disagree	Agree
Illinois	0	85	1	0	2	2	Strong D	0	3	1	7	Agree	Strongly Agree	Disagree	Disagree
Iowa	1	57	0	0	6	5	Ind. Lean R	1	4	3	6	NA/ND	NA/ND	Strongly Agree	Disagree
Michigan	1	71	0	1	12	4	Ind. Lean R	0	1	1	1	Disagree	NA/ND	Disagree	Agree
Illinois	0	68	0	1	NA	3	Ind. Lean D	0	2	3	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	1	57	1	0	NA	5	Strong R	1	4	2	7	NA/ND	Strongly Disagree	NA/ND	NA/ND
Iowa	1	33	0	1	5	4	Strong R	0	3	4	4	Agree	NA/ND	Strongly Disagree	NA/ND
Illinois	1	70	0	0	3	4	Strong R	1	4	2	7	Strongly Disagree	Strongly Disagree	Disagree	NA/ND
Minnesota	0	45	1	0	12	1	Ind. Lean D	0	1	1	1	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Ohio	0	61	0	0	4	2	Strong D	0	1	1	1	Strongly Agree	Agree	Strongly Disagree	Disagree
Illinois	0	76	1	0	2	4	Indep.	0	3	2	7	Agree	NA/ND	Strongly Disagree	Strongly Disagree
Illinois	0	60	1	1	12	2	Strong D	0	3	2	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	29	0	1	7	3	Indep.	0	1	1	1	Agree	Agree	Disagree	NA/ND
Indiana	0	52	0	1	11	1	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	1	59	0	1	10	3	Ind. Lean R	1	3	5	7	Agree	NA/ND	Disagree	Agree
Michigan	0	56	0	1	9	2	Ind. Lean D	0	1	1	1	Agree	Agree	Strongly Disagree	Strongly Disagree
Ohio	0	61	0	1	NA	2	Indep.	0	2	1	4	Agree	Agree	Agree	Disagree
Minnesota	1	43	0	1	7	5	Not Strong R	0	4	4	7	Agree	NA/ND	Strongly Disagree	Agree
Illinois	0	31	1	1	6	1	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Illinois	0	58	1	0	3	2	Ind. Lean D	0	3	3	5	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Minnesota	1	56	1	0	7	3	Ind. Lean R	0	3	4	2	Strongly Agree	Agree	Disagree	Disagree
Pennsylvania	0	68	1	1	4	3	Ind. Lean D	1	4	5	5	Strongly Agree	Agree	Disagree	Disagree
Wisconsin	0	67	1	0	3	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Agree	Disagree
Michigan	1	55	0	0	2	3	Indep.	0	3	2	6	Strongly Agree	Strongly Disagree	Strongly Disagree	NA/ND
Illinois	1	61	0	1	NA	3	Ind. Lean R	0	2	1	1	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Wisconsin	1	49	0	1	12	5	Strong R	0	4	5	5	NA/ND	Strongly Disagree	NA/ND	Strongly Agree
Ohio	1	53	0	1	10	4	Ind. Lean R	1	4	4	7	Strongly Disagree	Strongly Disagree	Strongly Agree	Strongly Agree
Pennsylvania	0	47	1	1	8	2	Not Strong D	0	1	1	1	Agree	Agree	Disagree	Disagree
Minnesota	NA	34	0	0	1	4	Ind. Lean R	0	1	1	1	Agree	Strongly Disagree	Disagree	Agree
Pennsylvania	1	69	1	0	11	4	Strong R	0	4	3	6	Agree	Agree	Strongly Disagree	Disagree
Michigan	0	65	1	0	5	4	Not Strong D	1	4	4	7	Agree	NA/ND	Disagree	Agree
Minnesota	1	72	1	0	4	3	Ind. Lean R	0	4	6	7	Strongly Agree	Disagree	Strongly Disagree	Disagree
Pennsylvania	0	65	1	1	NA	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Wisconsin	1	51	0	0	9	4	Strong R	0	2	1	2	Agree	Disagree	NA/ND	Agree
Ohio	NA	46	0	0	NA	3	Not Strong D	0	1	1	2	Agree	Strongly Disagree	Agree	Strongly Disagree
Iowa	0	46	1	1	2	5	NA	0	2	1	3	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Illinois	0	64	1	1	10	2	Not Strong D	0	3	3	3	Agree	NA/ND	NA/ND	Agree
Illinois	0	44	1	1	9	2	Strong D	0	3	3	1	Strongly Agree	Agree	Disagree	NA/ND
Iowa	0	22	0	0	3	3	Not Strong D	0	4	5	5	Agree	NA/ND	Strongly Disagree	Disagree
Iowa	NA	32	0	0	6	2	Indep.	0	1	1	NA	NA	NA	NA	NA
Wisconsin	0	44	0	1	9	2	Not Strong D	0	2	2	1	Strongly Agree	Agree	Disagree	Disagree
Illinois	0	49	0	0	7	4	Not Strong R	1	4	5	6	Strongly Agree	Disagree	Strongly Disagree	NA/ND
Michigan	0	61	0	0	5	3	Indep.	0	3	5	2	Strongly Agree	Strongly Agree	NA/ND	Disagree
Pennsylvania	0	30	0	1	11	3	Strong R	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	0	35	0	1	6	5	Strong R	1	4	5	7	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Michigan	1	32	1	1	3	4	Indep.	0	1	1	NA	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Agree
Ohio	1	67	0	0	6	2	Not Strong D	0	1	1	1	NA/ND	Strongly Disagree	Agree	Agree
Minnesota	0	57	1	0	6	NA	Strong D	0	3	3	6	Agree	Disagree	Strongly Disagree	NA/ND
Iowa	0	49	0	0	10	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Illinois	0	75	1	0	6	2	Strong D	0	3	2	6	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Wisconsin	1	68	1	0	3	4	Ind. Lean R	1	4	5	7	Strongly Agree	NA/ND	Strongly Disagree	Disagree
Illinois	1	78	1	1	5	4	Ind. Lean R	0	4	6	7	Strongly Agree	Strongly Disagree	Agree	Disagree
Pennsylvania	0	67	1	1	9	2	Strong D	0	3	5	7	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Iowa	1	66	1	1	5	3	Ind. Lean R	1	3	2	6	Agree	Disagree	Strongly Disagree	Disagree
Michigan	0	30	1	1	6	2	Strong D	0	1	2	2	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Illinois	0	53	0	0	2	3	Indep.	1	3	2	7	Agree	NA/ND	Agree	Strongly Disagree
Indiana	1	51	0	0	7	5	Ind. Lean R	1	3	4	6	NA/ND	Strongly Disagree	Strongly Disagree	Agree
Indiana	1	64	0	0	7	4	Strong R	1	3	3	5	Agree	Strongly Disagree	NA/ND	Agree
Minnesota	1	61	0	1	7	4	Not Strong R	0	3	3	6	Agree	Agree	NA/ND	NA/ND
Ohio	0	56	0	1	12	2	Not Strong D	0	3	5	7	Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	1	58	0	1	7	4	Indep.	0	1	2	2	Agree	Strongly Disagree	Agree	Disagree
Ohio	1	57	0	1	9	5	Strong R	1	4	5	6	Agree	NA/ND	Strongly Disagree	Agree
Ohio	0	54	1	1	3	1	Strong D	0	3	2	5	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Minnesota	0	55	0	1	12	2	Strong D	0	3	3	5	Strongly Agree	Agree	Disagree	Disagree
Minnesota	1	69	1	1	3	4	Strong R	1	4	5	2	Agree	Agree	NA/ND	Agree
Michigan	0	42	0	1	12	2	Strong D	0	1	1	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Indiana	1	65	0	0	7	4	Strong R	0	4	5	6	Strongly Agree	NA/ND	Strongly Disagree	Agree
Pennsylvania	1	66	0	0	6	5	Not Strong D	0	3	1	7	Disagree	Agree	Agree	Disagree
Illinois	NA	65	0	0	8	3	Ind. Lean R	1	4	2	2	NA	Disagree	Strongly Disagree	Agree
Pennsylvania	NA	36	0	0	7	4	Strong R	0	3	2	2	Agree	Strongly Disagree	Strongly Disagree	Disagree
Pennsylvania	1	67	1	0	6	5	Strong R	1	4	4	7	Strongly Agree	Strongly Disagree	NA/ND	Strongly Disagree
Wisconsin	NA	45	1	0	1	NA	NA	0	1	1	1	Strongly Agree	Agree	Agree	Disagree
Illinois	0	36	0	1	12	3	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	NA/ND	Disagree
Michigan	1	36	0	1	8	4	Strong R	1	3	5	5	NA/ND	Disagree	Disagree	Agree
Pennsylvania	1	38	1	0	1	3	Not Strong R	0	3	2	5	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Wisconsin	1	30	1	0	4	4	Strong R	0	4	2	7	Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Pennsylvania	1	39	1	1	7	NA	Not Strong R	0	3	3	5	Agree	Strongly Agree	NA/ND	NA/ND
Pennsylvania	1	73	0	0	4	4	Strong R	1	4	5	6	Strongly Agree	Strongly Disagree	Agree	Strongly Disagree
Indiana	0	54	1	1	5	4	Indep.	1	3	5	7	Strongly Agree	Agree	Disagree	Disagree
Ohio	0	50	1	1	9	4	Not Strong R	0	4	5	7	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Ohio	1	56	1	1	10	4	Strong R	1	4	5	7	Agree	Disagree	Disagree	Agree
Ohio	0	55	0	0	10	3	Strong D	1	4	2	5	Strongly Agree	Strongly Agree	Agree	Strongly Disagree
Pennsylvania	1	69	1	0	12	3	Not Strong R	0	4	5	7	Agree	Agree	Disagree	Agree
Pennsylvania	0	66	1	0	NA	2	Strong D	0	2	1	5	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
